Fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora, 
2022-01-24,Ciudad Autónoma de Buenos Aires,,37,,No,Si,No,No,No,Si,No,No,No,No,No,No,,,
2022-01-24,Ciudad Autónoma de Buenos Aires,Mujer,37,Argentina,Si,Si,No,No,No,No,No,Si,No,No,No,No,Otro,,
2022-01-24,Ciudad Autónoma de Buenos Aires,,75,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,,
2022-01-24,Ciudad Autónoma de Buenos Aires,Mujer,40,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,40,Argentina,Si,No,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Buenos Aires,Mujer,,Argentina,No,Si,Si,No,Si,Si,No,No,No,No,No,No,Otro,Varon,
2022-01-25,Cordoba,Transgenero,,Argentina,No,No,No,Si,No,No,No,No,No,No,No,No,,,
2022-01-25,Ciudad Autónoma de Buenos Aires,Otro,,Argentina,No,No,No,Si,No,No,No,No,No,No,No,No,,,
2022-01-25,Tucumán,Mujer,27,,No,Si,No,Si,No,No,No,No,No,No,No,No,,,
2022-01-25,Salta,Mujer,25,Argentina,No,No,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon,
2022-01-25,Tucumán,Travesti,50,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,,
2022-01-25,Buenos Aires,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Buenos Aires,Mujer,38,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,,,
2022-01-25,Buenos Aires,Mujer,45,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,40,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,28,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Salta,Mujer,23,,Si,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon,
2022-01-25,San Juan,Mujer,31,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,23,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Misiones,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Cordoba,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Mendoza,Mujer,,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,32,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,San Luis,Mujer,41,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,34,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Buenos Aires,Mujer,23,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,31,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Otro familiar,Mujer,
2022-01-25,Buenos Aires,Mujer,32,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Buenos Aires,Mujer,26,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,30,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,26,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Buenos Aires,Mujer,20,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Buenos Aires,Mujer,30,Argentina,Si,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon,
2022-01-25,Buenos Aires,Mujer,57,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon,
2022-01-25,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon,
2022-01-25,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon,
2022-01-25,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Buenos Aires,Mujer,28,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,48,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,29,Boliviana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,40,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Buenos Aires,Mujer,27,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Buenos Aires,Mujer,52,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,,33,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,27,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,64,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,,32,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,42,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Otro,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,42,Venezolana,No,Si,No,Si,Si,No,No,No,No,No,No,Si,Otro,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,44,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,24,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,41,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,41,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,Si,No,No,Si,No,No,No,No,No,No,Si,Otro,Varon,
2022-01-25,Ciudad Autónoma de Buenos Aires,,29,,No,Si,Si,No,No,No,No,No,No,No,No,Si,Otro,,
2022-01-25,Ciudad Autónoma de Buenos Aires,Mujer,32,Argentina,No,No,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,San Luis,Mujer,55,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Buenos Aires,Mujer,35,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Buenos Aires,Mujer,34,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,San Juan,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Buenos Aires,Mujer,22,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Formosa,Mujer,32,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Buenos Aires,Mujer,50,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Neuquén,Mujer,25,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-01-26,Cordoba,Mujer,24,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Tucumán,Mujer,70,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,,Argentina,No,No,No,Si,No,No,No,No,No,No,No,No,,,
2022-01-26,Buenos Aires,Mujer,28,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Entre Ríos,Mujer,48,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,,Argentina,No,No,No,Si,No,No,No,No,No,No,No,No,,,
2022-01-26,Salta,Mujer,35,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Salta,Mujer,22,Argentina,No,No,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon,
2022-01-26,Tucumán,Mujer,53,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Mendoza,Mujer,16,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,51,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,26,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,27,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Chaco,Mujer,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,,,No,Si,No,Si,No,No,No,No,No,No,No,No,,,
2022-01-26,Buenos Aires,Mujer,35,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,37,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Buenos Aires,Mujer,27,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,,,
2022-01-26,Entre Ríos,Mujer,,,Si,Si,Si,Si,No,Si,Si,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Tucumán,Mujer,42,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,49,Peruana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,,
2022-01-26,Buenos Aires,Mujer,40,Argentina,No,Si,Si,No,No,No,Si,Si,No,No,No,No,Superior jerarquico,,
2022-01-26,Santa Cruz,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,30,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,27,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Buenos Aires,Mujer,21,Argentina,Si,Si,No,No,No,No,No,Si,No,No,No,No,Otro,Varon,
2022-01-26,Buenos Aires,Mujer,42,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,57,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Buenos Aires,Mujer,67,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Buenos Aires,Mujer,44,Argentina,No,Si,Si,Si,Si,No,No,Si,No,No,No,No,Otro,Varon,
2022-01-26,Buenos Aires,Mujer,38,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,31,,No,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon,
2022-01-26,Buenos Aires,Mujer,35,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,26,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,23,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,28,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,33,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,38,Argentina,No,Si,Si,No,No,No,No,No,No,No,No,No,Superior jerarquico,Varon,
2022-01-26,Buenos Aires,Mujer,28,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,60,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Buenos Aires,Mujer,37,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Buenos Aires,Mujer,35,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Buenos Aires,Mujer,32,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Buenos Aires,Mujer,,Brasileña,No,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon,
2022-01-26,Buenos Aires,Mujer,21,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Ciudad Autónoma de Buenos Aires,Mujer,30,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Ciudad Autónoma de Buenos Aires,Mujer,45,Argentina,Si,No,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Ciudad Autónoma de Buenos Aires,Mujer,72,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-26,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,No,Si,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon,
2022-01-26,Ciudad Autónoma de Buenos Aires,Mujer,41,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Ciudad Autónoma de Buenos Aires,Mujer,40,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,,
2022-01-26,Ciudad Autónoma de Buenos Aires,Mujer,31,Paraguaya,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Ciudad Autónoma de Buenos Aires,Mujer,34,Peruana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Ciudad Autónoma de Buenos Aires,Mujer,34,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-26,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-01-27,Chaco,Mujer,29,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,55,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Chaco,Mujer,39,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,La Rioja,Mujer,27,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Salta,Mujer,30,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-01-27,Buenos Aires,Mujer,31,,Si,Si,No,No,No,Si,No,No,No,No,No,No,,,
2022-01-27,Cordoba,Mujer,37,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,,,
2022-01-27,Buenos Aires,Mujer,19,Española,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-01-27,Mendoza,Mujer,40,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-27,Buenos Aires,Mujer,40,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,37,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Tucumán,Mujer,39,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,24,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-01-27,Mendoza,Mujer,44,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Santa Fe,Varon,24,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-01-27,Salta,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Tucumán,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,40,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,,
2022-01-27,Buenos Aires,Mujer,33,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Tucumán,Mujer,22,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Santiago Del Estero,Mujer,40,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-27,Cordoba,Mujer,33,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Chaco,Mujer,32,Argentina,No,Si,No,Si,No,No,No,No,No,No,No,No,Otro,Mujer,
2022-01-27,Corrientes,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-27,Buenos Aires,Mujer,24,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-27,Buenos Aires,Mujer,,Paraguaya,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-27,Buenos Aires,Mujer,35,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,,
2022-01-27,Buenos Aires,Mujer,45,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,33,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,25,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,38,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,31,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,42,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-27,Buenos Aires,Mujer,43,Uruguaya,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,33,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-27,Buenos Aires,Mujer,51,,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,38,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,51,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-27,Buenos Aires,Mujer,50,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,36,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-27,Buenos Aires,Mujer,26,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-27,Buenos Aires,Mujer,48,Brasileña,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Buenos Aires,Mujer,46,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,,,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,,,
2022-01-27,Ciudad Autónoma de Buenos Aires,Mujer,45,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,Ciudad Autónoma de Buenos Aires,Mujer,35,Peruana,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-27,Ciudad Autónoma de Buenos Aires,Mujer,47,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-27,,Mujer,,Argentina,No,No,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon,
2022-01-27,Buenos Aires,Mujer,24,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-27,Ciudad Autónoma de Buenos Aires,Mujer,33,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-28,Santa Fe,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-28,Entre Ríos,Mujer,30,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-28,Catamarca,Mujer,54,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,,
2022-01-28,Buenos Aires,Mujer,,,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,,
2022-01-28,Tucumán,Mujer,18,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-28,Entre Ríos,Mujer,33,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-28,Buenos Aires,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-28,Buenos Aires,Mujer,33,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,,
2022-01-28,Tucumán,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-28,Buenos Aires,Mujer,26,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,,,
2022-01-28,Buenos Aires,Mujer,32,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-28,Neuquén,Mujer,21,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-28,Chubut,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-28,Santa Fe,Mujer,34,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-28,Cordoba,Mujer,30,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-28,Cordoba,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,,,
2022-01-28,Buenos Aires,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Otro,,
2022-01-28,Chubut,Mujer,44,Mexicana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon,
2022-01-28,Buenos Aires,Mujer,21,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
2022-01-28,Buenos Aires,Mujer,18,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,,
2022-01-28,Buenos Aires,Mujer,63,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon,
